+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/shifted_data_in_reg[7][10]_srl8/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/shifted_data_in_reg[7][3]_srl8/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/shifted_data_in_reg[7][4]_srl8/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/shifted_data_in_reg[7][2]_srl8/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/shifted_data_in_reg[7][0]_srl8/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[4]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[9]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[6]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[12]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[11]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[5]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[3]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[10]/D|
|               RFADC0_CLK |clk_out1_top_level_clk_wiz_1_0 |top_level_i/rfsoc_adc_data_captu_0/inst/system_ila_1/inst/ila_lib/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
